"function_name","return_declaration","signature","header_file","source_line"
"UF_GDT_ask_target_area_xhatch","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_area_xhatch( tag_t target_inst, double *distance, double *angle );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","4305"
"UF_GDT_ask_target_cyl_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_cyl_parms( tag_t target, UF_GDT_target_cyl_area_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","4149"
"UF_GDT_ask_target_dia_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_dia_parms( tag_t target, UF_GDT_target_dia_area_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2631"
"UF_GDT_ask_target_line_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_line_parms( tag_t target, UF_GDT_datum_target_line_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2606"
"UF_GDT_ask_target_point_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_point_parms( tag_t target, UF_GDT_datum_target_point_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2583"
"UF_GDT_ask_target_rect_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_rect_parms( tag_t target, UF_GDT_target_rect_area_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2655"
"UF_GDT_ask_target_udef_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_target_udef_parms( tag_t target, UF_GDT_target_udef_area_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2678"
"UF_GDT_ask_thread_tolerance_parms","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_thread_tolerance_parms( tag_t tolerance_feature , UF_GDT_thread_tolerance_p_t *data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","4915"
"UF_GDT_ask_tolerance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance( tag_t tol_feat, UF_GDT_tolerance_type_t type, tag_t *tolerance );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","5133"
"UF_GDT_ask_tolerances","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerances( tag_t tol_feat, tag_p_t * tolerances, int *num_tolerances, UF_GDT_tolerance_type_p_t *types );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","5112"
"UF_GDT_ask_tolerance_from_index","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance_from_index( int index, tag_t *requirement, tag_t *fcf );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","3515"
"UF_GDT_ask_tolerance_index","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance_index( tag_t requirement, int *index );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","3487"
"UF_GDT_ask_tolerance_index_string","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance_index_string( tag_t tolerance_tag, char **index_string );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","4187"
"UF_GDT_ask_tolerance_types","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance_types( tag_t tolerance_feature , int * num_types , UF_GDT_tolerance_type_p_t * types );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2388"
"UF_GDT_ask_tolerance_zone","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerance_zone( tag_t fcf , int nth_zone , UF_GDT_tolerance_zone_p_t * zone , UF_GDT_modifier_data_p_t * frame_mod );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2522"
"UF_GDT_ask_tolerancing_standard","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tolerancing_standard( UF_GDT_standard_t * standard );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2507"
"UF_GDT_ask_tol_feat_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tol_feat_instance( tag_t tolerance_feature , int * num_instances , tag_p_t * feature_instances );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","2280"
"UF_GDT_ask_tol_feat_of_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_GDT_ask_tol_feat_of_instance( tag_t feature_instance , tag_t * tolerance_feature );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_gdt.h","1678"
